categorie,nom,type,statut,adresse,ville,telephone,email,site_web,lien_fiche
secondaire,Lycée Privé Ennasr,Secondaire,Privé,"Avenue Ibn Khaldoun, Cité Ettadhamen",Ariana,+216 71 65 06 89,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-ennasr-0
secondaire,Lycée Privé Ennebras,Secondaire,Privé,Avenue Habib Bourguiba,Nabeul,+216 72 23 60 96,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-ennebras
secondaire,Lycée Privé Errachid Bir Ali,Secondaire,Privé,Avenue Tayeb Mhiri,Bir Ali Ben Khalifa,+216 97 75 13 69,errachid.ecole@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-errachid-bir-ali
secondaire,Lycée Privé Errachidi,Secondaire,Privé,"36 Rue Farhat Hached, en face de la salle de sport",Ariana,+216 52 04 79 97,errachidischool@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-errachidi
secondaire,Lycée Privé Errochd,Secondaire,Privé,Kerkenah,Sfax,+216 29 55 70 00,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-errochd
secondaire,Lycée Privé Errouki,Secondaire,Privé,Cité Essalem Elbassatine Monastir près de l'école primaire Essalem,Monastir,+216 52 710 738 / 58 010 738 / 95 613 435,lyceepriveeerrouki@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-errouki
secondaire,Lycée Privé Ertika,Secondaire,Privé,Hencha,Sfax,+216 44 49 87 26,lyceepriveeertika@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-ertika
secondaire,Lycée Privé Essoumoud,Secondaire,Privé,Avenue de l'Environnement,Gabès,+216 26 61 59 15,asomoud@outlook.fr,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-essoumoud
secondaire,Lycée Privé Ettadhamen,Secondaire,Privé,Rue Ali Zouaoui,Haffouz,+216 77 35 67 07/ 97 91 78 97,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-ettadhamen
secondaire,LYCÉE PRIVE ETTAOUFIK,Secondaire,Privé,1 Rue de Constantine,Sousse,+216 73 223 840 / 73 228 568,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-ettaoufik-0
secondaire,LYCÉE PRIVE ETTAOUFIK,Secondaire,Privé,1 Rue de Constantine,Sousse,+216 73 223 840 / 73 228 568,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-ettaoufik-0
secondaire,Lycée Privé Ettaoufik,Secondaire,Privé,"Avenue Habib Bourguiba, Djerba",Médenine,+216 75 62 27 48,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-ettaoufik-2
secondaire,Lycée Privé Ettaoufik - Grombalia,Secondaire,Privé,"17 Rue Monji Bali, Grombalia",Nabeul,+216 72 25 70 10,l.p.ettaoufik@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-ettaoufik-grombalia
secondaire,Lycée Privé Farhat Hached,Secondaire,Privé,03 Rue Bachar Ibn Bord,Jendouba,+216 93 924 083,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-farhat-hached
secondaire,Lycée Privé Fayala,Secondaire,Privé,Avenue Tahar Sfar,Sousse Médina,+216 73 20 10 96,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-fayala
secondaire,Lycée Privé Foughali,Secondaire,Privé,Près de la CNAM Sidi Hassin et à côté de la salle des fêtes FLORA,Tunis,,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-foughali
secondaire,Lycée Privé Hannibal,Secondaire,Privé,Oued Ellil,Manouba,+216 53 60 25 60,hanibalprive20122013@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-hannibal
secondaire,Lycée Privé Hannibal,Secondaire,Privé,Rue Hannibal,Bizerte,+216 72 43 87 87,akkarimohsen1@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-hannibal-1
secondaire,Lycée Privé Hannibal,Secondaire,Privé,Avenue 27 octobre,Mareth,+216 75 32 30 25,hannibal.edufor@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-hannibal-0
secondaire,Lycée Privé Hannibal Djerba,Secondaire,Privé,Souani Houmt Souk,Djerba - Houmt Souk,+216 75 65 25 06,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-hannibal-djerba
secondaire,Lycée Privé Horizons-AFAK,Secondaire,Privé,Près du rond point de La Terre,Monastir,+216 26 26 09 72,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-horizons-afak
secondaire,Lycée Privé Houcine Bouzayene,Secondaire,Privé,99 Avenue Habib Bourguiba,Meknassy,+216 98 50 67 64,lcprivhb@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-prive-houcine-bouzayene
superieur,AFCA INFORMATIKA,Supérieur,Privé,Av. de la dignité 1er étage Korba Rte de Tunis (auprès de la fontaine),Korba,+216 52 806 804,afcaformations@gmail.com,https://afca-informatika.wixsite.com/elite-formation,https://www.ecoles.com.tn/etablissements/superieur/afca-informatika
superieur,American University in North of Africa AUNA,Supérieur,Privé,17 Rue IBN RACHIQ,Tunis,+216 71 89 41 01 / 71 89 42 44 / 71 89 42 46 / 29 21 98 64,aunaadmission@auna.com.tn,http://auna.com.tn/,https://www.ecoles.com.tn/etablissements/superieur/american-university-north-africa-auna
superieur,Avicenne Private Business School - APBS,Supérieur,Privé,"90, Av. Mohamed V",Tunis,+216 31 31 31 31,info@apbs.tn,http://apbstunisia.tn,https://www.ecoles.com.tn/etablissements/superieur/avicenne-private-business-school-apbs
superieur,Centrale COM,Supérieur,Privé,"7, rue du Brésil, Belvédère",El Menzah,+216 71 79 98 52 71 78 31 75,ucaat@planet.tn,http://www.centralecom.tn,https://www.ecoles.com.tn/etablissements/superieur/centrale-com
superieur,Centrale DG,Supérieur,Privé,"56 , Rue de Syrie",Tunis,+216 71 79 66 79,ucginfo@universitecentrale.tn,http://www.centraledg.tn,https://www.ecoles.com.tn/etablissements/superieur/centrale-dg
superieur,CENTRALE Santé,Supérieur,Privé,"56, Rue de Syrie",Tunis,+216 71 79 66 79,ucginfo@universitecentrale.tn,http://www.centralesante.tn,https://www.ecoles.com.tn/etablissements/superieur/centrale-sante
superieur,Centre International de Formation d’Aviation Civile « CIFAC »,Supérieur,Public,"Avenue Taieb Mhiri, Immeuble Chayata",Monastir,+216 73 448 500 / 54 048 100,contact@cifac-monastir.com,http://www.cifac-monastir.com,https://www.ecoles.com.tn/etablissements/superieur/centre-international-de-formation-daviation-civile-cifac
superieur,Dauphine | Tunis,Supérieur,Privé,"20, rue Baudelaire",El Omrane,+216 71 957 857,contact@dauphine.tn,http://www.tunis.dauphine.fr,https://www.ecoles.com.tn/etablissements/superieur/dauphine-tunis
superieur,Ecole Centrale Polytechnique Privée de Tunis,Supérieur,Privé,"Rue du Lac Biwa, Les Berges du Lac 1",Tunis,+216 71 79 66 79,ucginfo@universitecentrale.tn,http://www.polytechcentrale.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-centrale-polytechnique-privee-de-tunis
superieur,Ecole Nationale d'Architecture et d'Urbanisme (ENAU),Supérieur,Public,Rue El Qods Sidi Bou Said,Tunis,+216 71 72 91 97 / 71 72 91 98,,http://www.archeospace.com,https://www.ecoles.com.tn/etablissements/superieur/ecole-nationale-darchitecture-et-durbanisme-enau
superieur,Ecole Nationale d'Ingénieurs de Gafsa,Supérieur,Public,Sidi Ahmed Zarroug,Gafsa,+216 76 21 06 66 / 76 21 06 73,,,https://www.ecoles.com.tn/etablissements/superieur/ecole-nationale-dingenieurs-de-gafsa
superieur,Ecole Nationale d'Ingénieurs de Monastir | ENIM,Supérieur,Public,Avenue Ibn El Jazzar,Monastir,+216 73 50 05 11 / 73 50 05 14,,http://www.enim.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-nationale-dingenieurs-de-monastir-enim
superieur,Ecole Nationale d'Ingénieurs de Tunis - ENIT,Supérieur,Public,"Campus Universitaire farhat HACHED el MANAR  BP 37, LE BELVEDERE",Tunis,+216 71 874 700 / 70 014 400,enit@enit.rnu.tn,http://www.enit.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-nationale-dingenieurs-de-tunis-enit
superieur,École Nationale de Médecine Vétérinaire de Sidi Thabet,Supérieur,Public,école nationale de médecine véterinaire,Sidi Thabet,+216 71 55 22 00,enmv@iresa.agrinet.tn,http://www.enmv.agrinet.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-nationale-de-medecine-veterinaire-de-sidi-thabet
superieur,Ecole Nationale d’Ingénieurs de Carthage (ENICarthage),Supérieur,Public,45 Rue des Entrepreneurs 2035 Charguia II,Carthage,+216 71 940 699 / 71 940 775,enicarthage@enicarthage.rnu.tn,http://www.enicarthage.rnu.tn/,https://www.ecoles.com.tn/etablissements/superieur/ecole-nationale-dingenieurs-de-carthage-enicarthage
superieur,Ecole Nationale d’Ingénieurs de Sfax (ENIS),Supérieur,Public,Route de la Soukra km 4,Sfax,+216 74 274 088,enis@enis.rnu.tn,http://www.enis.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-nationale-dingenieurs-de-sfax-enis
superieur,Ecole Nationale d’Ingénieurs de Sousse (ENISo),Supérieur,Public,"Technopole de Sousse, Route de Ceinture Sahloul, Cité Hammam Maarouf",Sousse,+216  73 369 500 / 73 369 501 / 73 369 502,,http://www.eniso.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-nationale-dingenieurs-de-sousse-eniso
superieur,Ecole Nationale Supérieure d'ingénieurs de Tunis - ENSIT,Supérieur,Public,Avenue Taha Hussein Montfleury,Tunis,+216 71 49 60 66 / 71 49 40 20 / 71 39 95 25,contact@ensit.tn,http://www.ensit.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-nationale-superieure-dingenieurs-de-tunis-ensit
superieur,Ecole Normale Supérieure (ENS),Supérieur,Public,"8, place aux chevaux 1089 - EL Gorjani",Tunis,+216 71 561 362 / 71 563 237 / 71 260 374,ens@ens.rnu.tn,http://www.ens.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-normale-superieure-ens
superieur,École Polytechnique de Sousse,Supérieur,Privé,Route Ceinture Sahloul Entrée Kalaa Sghira,Sousse,+216 73 277 877 / 99 277 877 / 96 277 877,contact@polytecsousse.tn,https://polytecsousse.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-polytechnique-de-sousse
superieur,ECOLE POLYTECHNIQUE DE TUNISIE,Supérieur,Public,B.P. 743,La Marsa,+216 71 774 611,ept@ept.rnu.tn,http://www.ept.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-polytechnique-de-tunisie
superieur,Ecole Polytechnique Internationale - POLYTECH INTL,Supérieur,Privé,"Rue du Lac d'Annecy, Les Berges du Lac",Tunis,+216 70 026 426 / 29 310 031,contact@pi.tn,http://www.pi.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-polytechnique-internationale-polytech-intl
superieur,École Polytechnique méditerranéenne - EPM,Supérieur,Privé,Rue de Sousse Bab Elkhadra,Tunis,+216 71 283 417 / 72 220 507 / 71 903 215,contact@umltn.tn,https://www.mit.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-polytechnique-mediterraneenne-epm
superieur,Ecole Supérieur des Sciences et des Techniques de Santé de Sousse,Supérieur,Public,Rue de TAZAKESTAN Sahloul II,Sousse,+216 73 369 307,contact@esstssousse.com,,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieur-des-sciences-et-des-techniques-de-sante-de-sousse
superieur,Ecole Supérieure d'Agriculture de Mateur,Supérieur,Public,Route de Tabarka,Mateur,+216 72 48 60 74 / 72 48 56 65,esamat@iresa.agrinet.tn,http://www.esamateur.agrinet.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-dagriculture-de-mateur
superieur,Ecole Supérieure d'Agriculture de Mograne (ESA Mograne),Supérieur,Public,Mograne,Zaghouan,+216 72 660 283 / 72 660 043,,http://www.esamograne.agrinet.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-dagriculture-de-mograne-esa-mograne
superieur,Ecole Supérieure d'Agriculture du Kef (ESAK),Supérieur,Public,Boulifa,Kef,+216 78 238 038 / 78 238 138,esak@iresa.agrinet.tn,http://www.esakef.agrinet.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-dagriculture-du-kef-esak
superieur,École Supérieure d'Économie Numérique,Supérieur,Public,Technopole,Manouba,+216 70 52 63 49 / 70 52 63 86,contact@esen.tn,https://www.esen.tn/portail/,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-deconomie-numerique
superieur,Ecole Supérieure d'Ingénieurs Privée de Gafsa - ESIP,Supérieur,Privé,Sidi Ahmed Zarroug,Gafsa,+216 76 21 19 30,contact@esip.tn,https://esip.tn/,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-dingenieurs-privee-de-gafsa-esip
superieur,Ecole Supérieure de Commerce de Sfax,Supérieur,Public,Route de l'Aérodrome km 04 - B.P. 1081,Sfax,+216 74 279 620,escs@escs.rnu.tn,http://www.escs.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-de-commerce-de-sfax
superieur,École Supérieure de Commerce de Tunis - ESCT,Supérieur,Public,Campus Universitaire,Manouba,+216 71 600 615 / 71 602 975,communication@esct.uma.tn,http://www.esct.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-de-commerce-de-tunis-esct
superieur,Ecole Supérieure de Commerce Electronique,Supérieur,Public,Campus Universitaire de la Manouba,Manouba,+216 71 602 919,,http://www.escem.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-de-commerce-electronique
superieur,Ecole Supérieure de la Statistique et de l'Analyse de l'Information (ESSAI),Supérieur,Public,"6, Rue des Métiers - Charguia II - B.P 675",Tunis,+216 70 83 94 40,,http://www.essai.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-de-la-statistique-et-de-lanalyse-de-linformation-essai
superieur,Ecole Supérieure de l’Aéronautique et des Technologies (ESAT),Supérieur,Privé,15 Rue de l’Usine Cherguia 2,Carthage,+216 71 940 422,admission@esat.ens.tn,http://www.esat.ens.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-de-laeronautique-et-des-technologies-esat
superieur,Ecole Supérieure des Communications de Tunis (Sup'Com),Supérieur,Public,"Cité Technologique des Communications Route de Raoued Km 3,5 El Ghazala",Ariana,+216 71 857 000,contact@supcom.tn,http://www.supcom.mincom.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-des-communications-de-tunis-supcom
superieur,Ecole Supérieure des Etudes Administratives et Commerciales de Sfax (ESEAC),Supérieur,Privé,"Angle Ibn BADIS, Avenue d’Algérie, Immeuble FENDRI",Sfax Ville,+216 74 222 550 / +216 29 717 668,contact@eseac.ens.tn,http://www.eseac.ens.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-des-etudes-administratives-et-commerciales-de-sfax-eseac
superieur,Ecole Supérieure des Industries Alimentaires de Tunis (ESIAT),Supérieur,Public,58 Av. Alain Savary,Cité El Khadra,+216 71 770 399 / 71 770 959,,http://www.esiat.agrinet.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-des-industries-alimentaires-de-tunis-esiat
superieur,Ecole Supérieure des Ingénieurs  de Medjez El Bab (ESIM),Supérieur,Public,Ecole Supérieure des Ingénieurs de l'Equipement Rural,Medjez el-Bab,+216 78 562 450,esier@iresa.agrinet.tn,http://www.esier.agrinet.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-des-ingenieurs-de-medjez-el-bab-esim
superieur,Ecole Supérieure Des Sciences Appliquées Et De La Technologie Privée De Gabès ( ESSAT),Supérieur,Privé,Avenue Aboulkacem El Chebbi,Gabès,+216 75 29 46 60 / 75 29 46 90,contact@essat-gabes.com,http://www.essat-gabes.com,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-des-sciences-appliquees-et-de-la-technologie-privee-de
superieur,Ecole Supérieure des Sciences Economiques et Commerciales de Tunis (ESSECT),Supérieur,Public,"4, Rue Abou Zakaria El Hafsi - Montfleury",Tunis,+216 71 330 266,essect@essect.rnu.tn,http://www.essect.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-des-sciences-economiques-et-commerciales-de-tunis-essect
superieur,Ecole Supérieure des Sciences et de la Technologie de Hammam Sousse (ESSTHS),Supérieur,Public,Avenue Lamine Abassi,Hammam sousse,+216 73 370 711 / 73 370 712,essths@essths.rnu.tn,http://www.essths.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-des-sciences-et-de-la-technologie-de-hammam-sousse-essths
superieur,École Supérieure des Sciences et Techniques de la santé de Monastir - ESSTS,Supérieur,Public,Avenue Avicenne B.P. 128,Monastir,+216 73 462 477,esstsm@rns.tn,http://www.esstsm.org,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-des-sciences-et-techniques-de-la-sante-de-monastir-essts
superieur,Ecole Supérieure des Sciences et Techniques de la Santé de Sfax,Supérieur,Public,Route de l’aéroport km 4 Boite Postale 1099,Sfax,+216 74 465 700 / 74 465 701 / 74 465 702 / 74 465 703,ecosuptechsante.sfax@rns.tn,http://www.esstssfax.org,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-des-sciences-et-techniques-de-la-sante-de-sfax
superieur,Ecole Supérieure des Sciences et Techniques de la Santé de Tunis - ESSTST,Supérieur,Public,La Rabta - Bab Saâdoun - B.P. 176,Tunis,+216 71 562 455,contact@esstst.tn,http://www.esstst.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-des-sciences-et-techniques-de-la-sante-de-tunis-esstst
superieur,ECOLE SUPÉRIEURE DES SCIENCES ET TECHNOLOGIES DU DESIGN - ESSTED,Supérieur,Public,Avenue de l`indépendance DenDen,Tunis,+216 71 610 700,contact@essted.rnu.tn,http://www.essted.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-des-sciences-et-technologies-du-design-essted
superieur,Ecole Supérieure Polytechnique Internationale Privée - ESPIN,Supérieur,Privé,"Route de Tunis km 10, Sakiet Ezzit",Sfax,+216 55  41 41 72 / 74 86 02 22,contact@espin.ens.tn,https://www.espin.ens.tn/,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-polytechnique-internationale-privee-espin
superieur,Ecole Supérieure Privée d'Ingénieurs de Monastir - Esprit Monastir,Supérieur,Privé,"Boulevard de l'environnement  BP 104, Monastir République",Monastir,+216 94 840 200,ESPRIMScontact@esprit.tn,https://l.facebook.com/l.php?u=https%3A%2F%2Fesprim.tn%2F%3Ffbclid%3DIwAR1Rb6THgyp1PfhMODtdJF4GWN4bmAf0QC78NASV7xFb2OgKZubVemmogyA&h=AT2RfDGe5PuwbMRyXZJgk9sZ6CJ5P3hbgIVuo-6L8anMY9LNlX0Ht0qvRSNV142fqTz9gxGo-umyM2GeEF_vWUJTR3kWF7ITpYhzcJotRnbL_Y_RRAIFQFpIy4TGFKYzVw8imQ,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-privee-dingenieurs-de-monastir-esprit-monastir
superieur,Ecole Supérieure Privée des Technologies d'Informatique et de Management - ESTIM UNIVERSITE,Supérieur,Privé,Boulevard de l’environnement Zitouna 1 N° 28 - El Kantaoui (En face des deux dauphins de la Baie des Anges),Hammam sousse,+216 73 347 323 / 29 728 758,contact@estim.tn,http://www.estim.tn,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-privee-des-technologies-dinformatique-et-de-management
superieur,Ecole Supérieure Privée d’Informatique et d’Administration des Affaires,Supérieur,Privé,10 Rue Socrate Z.I Kheireddine,Le Kram,+216 71 182 625,info@ebs.tn,https://www.ebs.tn/,https://www.ecoles.com.tn/etablissements/superieur/ecole-superieure-privee-dinformatique-et-dadministration-des-affaires
superieur,Eims Business School,Supérieur,Privé,"A proximité Hotel Cléopatre, rue Amwej, zone touristique",Hammam sousse,+216 73 82 35 40 / 20 64 70 00,admissions@eimsousse.com,https://www.eimsousse.com/,https://www.ecoles.com.tn/etablissements/superieur/eims-business-school
superieur,ENSI - Ecole Nationale des Sciences de l'Informatique,Supérieur,Public,Campus Universitaire,Manouba,+216 71 600 444,webmaster@ensi-uma.tn,http://www.ensi-uma.tn,https://www.ecoles.com.tn/etablissements/superieur/ensi-ecole-nationale-des-sciences-de-linformatique
superieur,EPI Sousse : Ecole Pluridisciplinaire Internationale,Supérieur,Privé,"Route de Ceinture, Sahloul",Sousse,+216 73 296 060 / 73 296 272 / 31 325 100,contact@episousse.com,http://www.episousse.com.tn,https://www.ecoles.com.tn/etablissements/superieur/epi-sousse-ecole-pluridisciplinaire-internationale
superieur,Esad Tunis,Supérieur,Privé,01 Rue Baudelaire El Omrane,Tunis,(+216) 55 798 928,kmimita@esad.tn,http://www.esad-tunis.com,https://www.ecoles.com.tn/etablissements/superieur/esad-tunis
superieur,ESPIMA BUSINESS SCHOOL,Supérieur,Privé,"10 Rue Socrate, Z.I Kheireddine",Le Kram,+216 71 18 26 25,info@ebs.tn,http://www.ebs.tn/,https://www.ecoles.com.tn/etablissements/superieur/espima-business-school
superieur,ESPITA,Supérieur,Privé,Avenue de la Liberté Sahloul2,Sousse,+216 73 82 66 85 / 99 66 66 10,espita@espita.ens.tn,https://wa.me/99666610,https://www.ecoles.com.tn/etablissements/superieur/espita
superieur,esprit : Ecole Sup Privée d'Ingénierie et de Technologies,Supérieur,Privé,"1, 2 rue André Ampère - 2083 - Pôle Technologique - El Ghazala.",Ariana,+216 70 250 000,contact@esprit.tn,http://www.esprit.tn/,https://www.ecoles.com.tn/etablissements/superieur/esprit-ecole-sup-privee-dingenierie-et-de-technologies
superieur,Europe de Com School of Business,Supérieur,Privé,"30 Rue Platon, Zone d'activité Khaireddine, Les Berges du Lac III",Tunis,+216 71 18 23 00,info@uetunis.com,https://europedecom.tn/,https://www.ecoles.com.tn/etablissements/superieur/europe-de-com-school-business
superieur,Faculté de Droit de Sfax - FDS,Supérieur,Public,Route de Sidi Mansour - km 10,Sfax,+216 74 272 445 / 74 272 301,fdsf@fdsf.rnu.tn,http://www.fdsf.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/faculte-de-droit-de-sfax-fds
superieur,Faculté de Droit et des Sciences Politiques de Sousse (FDSPS),Supérieur,Public,Cité Riadh,Sousse Riadh,+216 73 232 666 / 73 232 769,,http://www.fdsps.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/faculte-de-droit-et-des-sciences-politiques-de-sousse-fdsps
superieur,Faculté de Droit et des Sciences Politiques de Tunis,Supérieur,Public,Campus Universitaire - El Manar,Tunis,+216 71 870 420 / 71 871 828 / 71 870 772,scolarite@fdspt.rnu.tn,http://www.fdspt.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/faculte-de-droit-et-des-sciences-politiques-de-tunis
superieur,Faculté de Management et des Sciences de l'Administration de Sousse - FMSA,Supérieur,Privé,Rue Liberté SAHLOUL,Sousse,+216 73 82 25 98 / 50 84 51 50,info@fmsa.ens.tn,http://www.fmsa.ens.tn,https://www.ecoles.com.tn/etablissements/superieur/faculte-de-management-et-des-sciences-de-ladministration-de-sousse-fmsa
superieur,Faculté de Médecine de Monastir (FMM),Supérieur,Public,Avenue Avicenne,Monastir,+216 73 462 200,fmm@fmm.rnu.tn,http://www.fmm.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/faculte-de-medecine-de-monastir-fmm
superieur,Faculté de Médecine de Sfax (F.M.S),Supérieur,Public,Avenue Majida BOULILA,Sfax,+216 74 241 888,administrationfms@medecinesfax.org,http://www.medecinesfax.org,https://www.ecoles.com.tn/etablissements/superieur/faculte-de-medecine-de-sfax-fms
superieur,Faculté de Médecine de Sousse (FMS),Supérieur,Public,Rue Mohamed Karoui,Sousse,+216 73 222 108,doyen.fms@gmail.com,http://www.medecinesousse.com,https://www.ecoles.com.tn/etablissements/superieur/faculte-de-medecine-de-sousse-fms
superieur,Faculté de Médecine de Tunis,Supérieur,Public,Rue Djebal Lakhdar,Tunis,+216 71 563 709 / 71 563 710,doyen@fmt.utm.tn,http://www.fmt.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/faculte-de-medecine-de-tunis
superieur,Faculté de Médecine Dentaire de Monastir (fmdm),Supérieur,Public,Avenue Avicenne,Monastir,+216 73 46 08 32,fmdm@fmdm.rnu.tn,http://www.fmdm.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/faculte-de-medecine-dentaire-de-monastir-fmdm
superieur,Faculté de Pharmacie de Monastir,Supérieur,Public,Rue Ibn Sina,Monastir,+216 73 461 000,faculte-pharmacie@fphm.rnu.tn,http://www.fphm.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/faculte-de-pharmacie-de-monastir
superieur,Faculté des Lettres et des Sciences Humaines de Kairouan - FLSHK,Supérieur,Public,Rakada,Kairouan,+216 77 32 31 77 / 77 32 30 30,lettres.kairouan@flshk.rnu.tn,http://www.flshk.rnu.tn/,https://www.ecoles.com.tn/etablissements/superieur/faculte-des-lettres-et-des-sciences-humaines-de-kairouan-flshk
superieur,Faculté des Lettres et des Sciences Humaines de Sfax (F.L.S.H.S.),Supérieur,Public,Route de l'aéroport- Km 4.5,Sfax,+216 74 67 05 44 / 74 67 05 57,flshs@flshs.rnu.tn,http://www.flshs.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/faculte-des-lettres-et-des-sciences-humaines-de-sfax-flshs
superieur,Faculté des Lettres et des Sciences Humaines Sousse,Supérieur,Public,Cité Erriadh B-P 547,Sousse,+216 73 301 801  / 73 301 800,flsh.sousse@fls.rnu.tn,http://www.fls.rnu.tn/,https://www.ecoles.com.tn/etablissements/superieur/faculte-des-lettres-et-des-sciences-humaines-sousse
superieur,"Faculté des Lettres, des Arts et des Humanités de la Manouba (FLAH)",Supérieur,Public,Campus Universitaire de la Manouba,Manouba,+216 71 600 700/ 71 601 287/ 71 601 391/ 71 601 447,flm@flm.rnu.tn,http://www.flm.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/faculte-des-lettres-des-arts-et-des-humanites-de-la-manouba-flah
superieur,Faculté des Sciences de Bizerte,Supérieur,Public,Jarzouna,Bizerte,+216 72 59 01 75,fsb@fsb.rnu.tn,http://www.fsb.rnu.tn/,https://www.ecoles.com.tn/etablissements/superieur/faculte-des-sciences-de-bizerte
superieur,Faculté des Sciences de Gabès,Supérieur,Public,Cité Erriadh Zrig,Gabès,+216 75 39 26 00 / 75 39 24 21,mail@fsg.rnu.tn,http://www.fsg.rnu.tn/,https://www.ecoles.com.tn/etablissements/superieur/faculte-des-sciences-de-gabes
superieur,Faculté des Sciences de Gafsa,Supérieur,Public,Campus Universitaire Sidi Ahmed Zarroug,Gafsa,+216 76 21 10 24,webmasterfsgf@gmail.com,http://www.fsgf.rnu.tn/,https://www.ecoles.com.tn/etablissements/superieur/faculte-des-sciences-de-gafsa
superieur,Faculté des Sciences de Monastir (FSM),Supérieur,Public,Avenue de l'environnement,Monastir,+216 73 500 276,fsm@fsm.rnu.tn,http://www.fsm.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/faculte-des-sciences-de-monastir-fsm
superieur,FACULTÉ DES SCIENCES DE SFAX - FSS,Supérieur,Public,Rte de la Soukra km 4,Sfax,+216 74 276 400 / 74 276 763,fss@www.fss.rnu.tn,http://www.fss.rnu.tn,https://www.ecoles.com.tn/etablissements/superieur/faculte-des-sciences-de-sfax-fss
